,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,prediction
454,0.86,1,5,227,5,0,1,0,technical,medium,0.625
455,0.71,1,4,300,5,0,1,0,support,medium,0.625
456,0.11,0.97,7,310,4,0,1,0,support,medium,1
457,0.84,0.93,5,236,5,0,1,0,support,medium,0.625
458,0.09,0.97,7,288,4,0,1,0,support,medium,1
459,0.15,0.55,6,139,4,0,1,0,support,high,0.028291271
460,0.1,0.92,7,253,4,1,1,0,support,low,1
461,0.8,0.97,4,218,5,1,1,0,support,medium,0.625
462,0.84,0.97,5,251,5,0,1,0,support,medium,0.625
463,0.11,0.87,6,264,4,0,1,0,support,medium,1
464,0.89,0.79,3,149,2,0,1,0,support,medium,0.028291271
465,0.11,0.93,7,284,4,0,1,0,technical,low,1
466,0.74,0.93,5,244,5,0,1,0,technical,low,0.625
467,0.11,0.86,6,308,4,0,1,0,IT,low,1
468,0.1,0.93,6,269,4,0,1,0,IT,low,1
469,0.7,0.74,6,136,3,0,1,0,IT,low,0.028291271
470,0.59,1,2,160,5,0,1,0,product_mng,low,0.625
471,0.72,0.95,4,220,5,0,1,0,product_mng,low,0.625
472,0.73,1,5,274,5,0,1,0,product_mng,low,0.625
473,0.89,0.82,5,224,6,0,1,0,RandD,low,0.625
474,0.89,1,4,260,5,0,1,0,RandD,low,0.625
475,0.11,0.78,6,300,4,1,1,0,RandD,low,1
476,0.09,0.93,6,308,4,0,1,0,RandD,low,1
477,0.81,0.9,5,238,6,0,1,0,marketing,low,0.625
478,0.11,0.85,6,299,4,0,1,0,support,medium,1
479,0.1,0.85,6,254,4,0,1,0,technical,medium,1
480,0.66,0.47,7,156,2,0,1,0,management,medium,0.028291271
481,0.1,0.84,6,253,4,0,1,0,marketing,medium,1
482,0.79,0.94,5,227,6,0,1,0,sales,medium,0.625
483,0.1,0.81,6,301,4,1,1,0,sales,medium,1
484,0.54,0.94,6,294,3,0,1,0,sales,medium,0.028291271
485,0.82,0.89,5,217,5,0,1,0,sales,high,0.625
486,0.79,0.9,5,263,5,0,1,0,sales,medium,0.625
487,0.1,0.85,6,273,4,0,1,0,sales,medium,1
488,0.11,0.78,6,303,4,0,1,0,sales,medium,1
489,0.74,1,4,253,5,0,1,0,sales,low,0.625
490,0.1,0.93,6,270,4,0,1,0,sales,low,1
491,0.79,1,4,218,5,0,1,0,sales,low,0.625
492,0.1,0.94,6,260,4,0,1,0,sales,low,1
493,0.82,0.85,5,218,5,0,1,0,sales,low,0.625
494,0.74,0.88,4,248,6,0,1,0,accounting,low,0.625
495,0.87,0.94,4,260,5,0,1,0,hr,low,0.625
496,0.1,0.9,5,263,4,0,1,0,hr,low,1
497,0.78,1,5,220,5,0,1,0,technical,low,0.625
498,0.14,0.73,7,282,5,0,1,0,technical,low,0.053642914
499,0.11,0.94,6,277,5,0,1,0,technical,low,1
500,0.91,0.94,5,257,5,0,1,0,technical,low,0.625
501,0.49,0.63,6,265,3,0,1,0,technical,low,0.028291271
502,0.82,0.97,5,263,5,0,1,0,technical,medium,0.625
503,0.38,0.88,3,154,4,0,1,0,technical,medium,0.028291271
504,0.89,1,5,253,5,0,1,0,technical,medium,0.625
505,0.11,0.79,6,294,4,0,1,0,technical,medium,1
506,0.78,0.87,5,256,5,0,1,0,support,medium,0.625
507,0.11,0.83,6,295,4,0,1,0,support,medium,1
508,0.11,0.79,6,281,4,0,1,0,support,medium,1
509,0.75,0.86,5,237,5,0,1,0,support,high,0.625
510,0.74,0.99,4,276,5,0,1,0,support,low,0.625
511,0.85,0.85,5,267,5,0,1,0,support,medium,0.625
512,0.73,0.92,5,266,5,0,1,0,support,medium,0.625
513,0.1,0.79,6,294,4,0,1,0,technical,medium,1
514,0.3,0.56,3,309,4,1,1,0,technical,low,0.028291271
515,0.11,0.77,7,273,4,0,1,0,management,low,1
516,0.84,0.83,5,238,5,0,1,0,IT,low,0.625
517,0.78,0.94,5,271,6,0,1,0,IT,low,0.625
518,0.76,0.93,5,238,5,0,1,0,product_mng,low,0.625
519,0.1,0.78,7,286,4,0,1,0,product_mng,low,1
520,0.09,0.86,6,291,4,0,1,0,product_mng,low,1
521,0.92,1,5,259,5,0,1,0,IT,low,0.625
522,0.92,0.9,5,248,5,0,1,0,sales,low,0.625
523,0.79,0.98,4,271,5,0,1,0,sales,low,0.625
524,0.8,0.95,4,274,5,0,1,0,sales,low,0.625
525,0.89,0.87,5,275,6,0,1,0,marketing,low,0.625
526,0.48,0.88,3,239,3,0,1,0,sales,low,0.028291271
527,0.11,0.82,6,304,4,1,1,0,accounting,low,1
528,0.11,0.85,6,259,4,0,1,0,technical,medium,1
529,0.82,0.86,4,264,5,0,1,0,management,medium,0.625
530,0.11,0.8,7,243,4,0,1,0,sales,medium,1
531,0.78,0.87,4,236,5,0,1,0,sales,medium,0.625
532,0.46,0.86,2,212,4,0,1,0,sales,medium,0.028291271
533,0.77,0.91,5,261,6,0,1,0,sales,medium,0.625
534,0.83,0.82,4,243,5,0,1,0,sales,medium,0.625
535,0.32,0.58,5,271,5,0,1,0,sales,high,0.053642914
536,0.9,0.92,5,154,4,0,1,0,sales,low,0.028291271
537,0.1,0.96,6,254,4,1,1,0,sales,medium,1
538,0.1,0.91,6,285,4,0,1,0,sales,medium,1
539,0.1,0.95,7,301,4,0,1,0,sales,low,1
540,0.11,0.8,6,286,4,0,1,0,sales,low,1
541,0.1,0.89,6,246,4,0,1,0,sales,low,1
542,0.92,0.92,4,245,5,0,1,0,sales,low,0.625
543,0.11,0.89,6,301,4,0,1,0,accounting,low,1
544,0.81,1,5,235,5,0,1,0,accounting,low,0.625
545,0.11,0.85,7,272,4,0,1,0,accounting,low,1
546,0.87,1,5,274,5,0,1,0,hr,low,0.625
547,0.61,0.86,4,196,4,0,1,0,hr,low,0.028291271
548,0.11,0.95,6,285,4,0,1,0,technical,low,1
549,0.09,0.9,7,289,5,0,1,0,technical,low,1
550,0.09,0.94,6,308,4,0,1,0,technical,low,1
551,0.41,0.71,4,301,5,0,1,0,technical,low,0.053642914
552,0.1,0.91,6,262,5,1,1,0,technical,low,1
553,0.1,0.94,7,281,4,0,1,0,technical,medium,1
554,0.73,0.83,5,270,5,1,1,0,support,medium,0.625
555,0.8,0.63,5,180,5,0,1,0,support,medium,0.053642914
556,0.09,0.85,5,281,4,0,1,0,support,medium,1
557,0.85,0.92,4,275,5,0,1,0,support,medium,0.625
558,0.72,1,5,264,5,0,1,0,technical,medium,0.625
559,0.11,0.74,6,290,5,0,1,0,technical,medium,1
560,0.1,0.81,6,304,4,0,1,0,management,medium,1
561,0.92,0.94,5,307,5,0,1,0,IT,low,0.625
562,0.11,0.87,5,303,4,0,1,0,IT,low,1
563,0.11,0.95,6,271,4,0,1,0,IT,low,1
564,0.85,0.97,4,266,6,0,1,0,product_mng,low,0.625
565,0.75,0.86,5,260,5,0,1,0,IT,low,0.625
566,0.1,0.79,6,249,4,0,1,0,RandD,low,1
567,0.74,0.89,5,259,5,0,1,0,RandD,low,0.625
568,0.09,0.77,6,244,4,0,1,0,marketing,low,1
569,0.76,0.91,4,219,5,0,1,0,sales,low,0.625
570,0.84,0.88,4,269,5,0,1,0,support,low,0.625
571,0.86,0.94,5,224,5,0,1,0,marketing,medium,0.625
572,0.87,1,4,258,5,1,1,1,sales,medium,0.625
573,0.11,0.85,6,267,4,0,1,0,sales,medium,1
574,0.09,0.8,6,247,4,0,1,0,sales,medium,1
575,0.87,0.9,4,256,5,0,1,0,sales,high,0.625
576,0.75,0.88,4,239,5,0,1,0,sales,low,0.625
577,0.1,0.87,6,284,4,0,1,0,sales,medium,1
578,0.11,0.78,7,248,4,0,1,0,sales,medium,1
579,0.92,0.87,4,229,6,0,1,0,sales,low,0.625
580,0.86,0.95,4,241,5,0,1,0,accounting,low,0.625
581,0.74,0.87,5,258,5,0,1,0,accounting,low,0.625
582,0.8,0.95,3,146,5,0,1,0,hr,low,0.625
583,0.09,0.9,6,287,4,0,1,0,technical,low,1
584,0.88,0.89,4,275,5,0,1,0,technical,low,0.625
585,0.1,0.82,6,272,4,0,1,0,technical,low,1
586,0.1,0.97,6,307,4,0,1,0,technical,low,1
587,0.11,0.93,4,295,3,0,1,0,technical,low,1
588,0.84,0.88,5,237,5,0,1,0,technical,low,0.625
589,0.1,0.86,6,266,4,1,1,0,technical,low,1
590,0.1,0.95,6,256,4,0,1,0,technical,medium,1
591,0.09,0.97,7,268,4,0,1,0,support,medium,1
592,0.89,1,4,237,5,0,1,0,support,medium,0.625
593,0.82,1,4,273,6,0,1,0,support,medium,0.625
594,0.11,0.89,6,309,4,0,1,0,support,medium,1
595,0.81,0.84,5,258,5,0,1,0,support,medium,0.625
596,0.81,0.94,5,233,6,0,1,0,support,medium,0.625
597,0.77,1,4,249,6,0,1,0,support,medium,0.625
598,0.63,0.94,3,179,2,0,1,0,support,medium,0.028291271
599,0.86,1,4,250,6,0,1,0,support,medium,0.625
600,0.74,0.89,5,232,6,0,1,0,technical,medium,0.625
601,0.79,1,4,229,5,1,1,0,management,medium,0.625
602,0.09,0.92,6,261,4,0,1,0,IT,medium,1
603,0.09,0.78,6,244,4,0,1,0,IT,low,1
604,0.09,0.84,6,258,4,0,1,0,IT,low,1
605,0.1,0.8,7,292,5,0,1,0,IT,low,1
606,0.31,0.95,6,235,5,0,1,0,product_mng,low,0.625
607,0.7,0.93,2,310,3,0,1,0,product_mng,low,0.028291271
608,0.34,0.97,6,157,5,1,1,0,RandD,low,0.625
609,0.87,0.83,5,267,5,0,1,0,RandD,low,0.625
610,0.11,0.91,6,302,4,0,1,0,RandD,low,1
611,0.47,0.81,4,133,3,0,1,0,RandD,low,0.028291271
612,0.74,1,5,223,5,0,1,0,accounting,low,0.625
613,0.1,0.89,6,244,4,1,1,0,support,low,1
614,0.78,0.87,5,243,5,0,1,0,technical,low,0.625
615,0.9,0.95,5,275,3,0,1,0,management,low,0.028291271
616,0.53,0.95,6,205,4,0,1,0,marketing,low,0.028291271
617,0.86,0.83,4,270,5,0,1,0,marketing,medium,0.625
618,0.74,0.89,4,267,5,0,1,0,sales,medium,0.625
619,0.09,0.79,6,276,4,0,1,0,sales,medium,1
620,0.8,0.95,5,244,5,0,1,0,sales,medium,0.625
621,0.86,0.95,5,269,6,0,1,0,sales,medium,0.625
622,0.86,0.95,4,238,5,0,1,0,sales,medium,0.625
623,0.9,0.91,4,269,5,0,1,0,sales,medium,0.625
624,0.87,0.88,5,231,6,0,1,0,sales,medium,0.625
625,0.83,0.94,4,267,5,0,1,0,sales,medium,0.625
626,0.77,0.83,4,245,5,0,1,0,sales,medium,0.625
627,0.77,1,4,272,5,0,1,0,sales,medium,0.625
628,0.9,0.86,5,254,5,0,1,0,sales,high,0.625
629,0.73,0.92,4,273,5,0,1,0,sales,low,0.625
630,0.91,0.9,4,250,5,0,1,0,sales,medium,0.625
631,0.73,1,5,230,5,0,1,0,sales,low,0.625
632,0.89,0.91,5,260,5,0,1,0,sales,low,0.625
633,0.11,0.77,6,275,4,0,1,0,accounting,low,1
634,0.1,0.77,7,308,4,0,1,0,accounting,low,1
635,0.11,0.83,6,262,4,0,1,0,hr,low,1
636,0.09,0.97,7,262,4,0,1,0,technical,low,1
637,0.11,0.89,6,254,4,0,1,0,technical,low,1
638,0.72,0.82,5,269,5,0,1,0,technical,low,0.625
639,0.1,0.91,7,297,4,0,1,0,technical,low,1
640,0.73,0.86,5,249,5,0,1,0,technical,low,0.625
641,0.09,0.82,7,267,4,0,1,0,technical,low,1
642,0.09,0.82,6,251,4,0,1,0,support,low,1
643,0.1,0.87,6,306,4,0,1,0,support,medium,1
644,0.11,0.86,6,279,4,0,1,0,support,medium,1
645,0.09,0.85,6,260,4,0,1,0,support,medium,1
646,0.72,0.88,5,249,5,0,1,0,support,medium,0.625
647,0.75,0.97,4,245,5,0,1,0,support,medium,0.625
648,0.11,0.91,6,278,4,0,1,0,support,medium,1
649,0.1,0.9,7,301,4,0,1,0,technical,medium,1
650,0.88,0.87,4,235,6,0,1,0,management,low,0.625
651,0.1,0.85,7,261,4,0,1,0,IT,medium,1
652,0.1,0.89,5,270,4,0,1,0,IT,medium,1
653,0.11,0.93,6,290,4,0,1,0,IT,medium,1
654,0.77,0.87,4,150,4,0,1,0,product_mng,low,0.028291271
655,0.91,0.94,5,218,6,0,1,0,product_mng,low,0.625
656,0.11,0.87,6,291,4,0,1,0,product_mng,low,1
657,0.86,0.91,5,265,5,0,1,0,IT,low,0.625
658,0.87,0.88,5,262,6,0,1,0,sales,low,0.625
659,0.09,0.92,6,303,5,0,1,0,sales,low,1
660,0.82,0.83,4,245,5,1,1,0,sales,low,0.625
661,0.88,1,5,226,6,0,1,0,marketing,low,0.625
662,0.1,0.91,6,286,4,0,1,0,marketing,low,1
663,0.8,0.95,5,217,5,0,1,0,support,low,0.625
664,0.83,0.95,5,258,5,0,1,0,technical,low,0.625
665,0.77,0.92,5,255,5,0,1,0,marketing,low,0.625
666,0.79,0.96,4,234,5,0,1,0,marketing,low,0.625
667,0.1,0.88,7,300,4,0,1,0,sales,medium,1
668,0.11,0.89,6,301,4,0,1,0,sales,medium,1
669,0.57,0.85,4,219,2,1,1,0,sales,medium,0.028291271
670,0.11,0.95,7,269,5,0,1,0,sales,medium,1
671,0.36,0.73,4,276,2,0,1,0,sales,medium,0.028291271
672,0.11,0.94,7,302,4,0,1,0,sales,medium,1
673,0.35,0.8,6,281,2,0,1,0,sales,medium,0.028291271
674,0.78,0.99,5,241,5,0,1,0,sales,medium,0.625
675,0.11,0.93,7,288,4,0,1,0,sales,high,1
676,0.1,0.96,6,303,4,0,1,0,sales,low,1
677,0.79,0.84,5,245,5,0,1,0,sales,medium,0.625
678,0.09,0.91,6,248,4,0,1,0,sales,low,1
679,0.11,0.91,6,302,4,0,1,0,accounting,low,1
680,0.11,0.91,6,272,4,0,1,0,accounting,low,1
681,0.09,0.8,6,294,4,0,1,0,hr,low,1
682,0.78,0.71,4,296,3,0,1,0,hr,low,0.028291271
683,0.82,0.82,4,249,5,0,1,0,hr,low,0.625
684,0.85,0.89,4,221,5,0,1,0,technical,low,0.625
685,0.77,0.89,5,243,5,0,1,0,technical,low,0.625
686,0.91,0.9,4,245,5,0,1,0,technical,low,0.625
687,0.11,0.77,6,264,4,0,1,0,technical,low,1
688,0.11,0.96,6,262,4,1,1,0,technical,low,1
689,0.1,0.93,6,299,4,0,1,0,technical,low,1
690,0.09,0.8,5,279,4,0,1,0,technical,low,1
691,0.11,0.89,6,264,4,0,1,0,support,low,1
692,0.09,0.77,6,256,5,0,1,0,support,medium,1
693,0.73,0.97,5,217,6,0,1,0,support,medium,0.625
694,0.21,0.58,7,203,5,0,1,0,support,medium,0.053642914
695,0.8,0.85,4,264,5,0,1,0,support,medium,0.625
696,0.79,0.96,5,218,5,0,1,0,support,medium,0.625
697,0.09,0.8,6,298,4,0,1,0,support,medium,1
698,0.75,0.74,6,134,3,0,1,0,support,medium,0.028291271
699,0.83,1,5,263,5,0,1,0,technical,medium,0.625
700,0.1,0.77,5,252,4,0,1,0,technical,medium,1
701,0.42,0.97,6,259,4,0,1,0,management,high,0.028291271
702,0.09,0.84,7,307,4,0,1,0,IT,medium,1
703,0.81,0.98,5,237,5,0,1,0,IT,medium,0.625
704,0.1,0.79,7,284,4,0,1,0,IT,medium,1
705,0.1,0.93,6,243,4,0,1,0,product_mng,low,1
706,0.11,0.83,6,268,4,0,1,0,product_mng,low,1
707,0.09,0.77,6,244,4,0,1,0,product_mng,low,1
708,0.75,0.83,5,262,5,0,1,0,product_mng,low,0.625
709,0.09,0.87,7,278,4,0,1,0,IT,low,1
710,0.74,0.97,5,238,5,0,1,0,IT,low,0.625
711,0.76,0.95,4,259,5,0,1,0,RandD,low,0.625
712,0.75,1,4,243,5,0,1,0,RandD,low,0.625
713,0.75,0.93,5,229,5,0,1,0,sales,low,0.625
714,0.75,0.89,4,228,5,0,1,0,support,low,0.625
715,0.09,0.84,6,301,4,0,1,0,technical,low,1
716,0.1,0.85,7,310,5,0,1,0,marketing,low,1
717,0.11,0.98,6,250,4,0,1,0,sales,medium,1
718,0.09,0.88,7,265,4,0,1,0,sales,medium,1
719,0.74,0.9,4,226,5,0,1,0,sales,medium,0.625
720,0.66,1,5,269,5,0,1,0,sales,medium,0.625
721,0.1,0.85,6,297,5,0,1,0,sales,high,1
722,0.82,0.85,4,274,5,0,1,0,sales,low,0.625
723,0.1,0.77,6,280,4,0,1,0,sales,medium,1
724,0.1,0.93,6,288,4,0,1,0,sales,medium,1
725,0.09,0.94,7,247,4,0,1,0,sales,medium,1
726,0.1,0.82,7,284,4,0,1,0,accounting,low,1
727,0.88,0.92,4,225,5,0,1,0,accounting,low,0.625
728,0.85,1,4,234,5,0,1,0,hr,low,0.625
729,0.88,0.92,4,233,6,0,1,0,technical,low,0.625
730,0.78,0.96,4,241,5,0,1,0,technical,low,0.625
731,0.09,0.95,6,260,4,1,1,0,technical,low,1
732,0.11,0.84,6,252,4,0,1,0,technical,low,1
733,0.86,0.98,4,270,5,0,1,0,technical,low,0.625
734,0.1,0.92,6,285,4,0,1,0,technical,low,1
735,0.11,0.97,6,288,4,0,1,0,support,medium,1
736,0.87,0.95,5,227,5,0,1,0,support,medium,0.625
737,0.1,0.83,6,283,5,0,1,0,support,medium,1
738,0.78,1,4,267,5,0,1,0,technical,medium,0.625
739,0.85,0.84,5,272,6,0,1,0,technical,medium,0.625
740,0.75,0.88,5,270,5,0,1,0,IT,high,0.625
741,0.81,0.81,4,218,5,1,1,0,IT,low,0.053642914
742,0.83,0.83,5,260,5,0,1,0,IT,medium,0.625
743,0.09,0.83,7,258,4,0,1,0,product_mng,low,1
744,0.87,0.81,5,304,5,0,1,0,product_mng,low,0.053642914
745,0.43,0.56,6,149,4,0,1,0,product_mng,low,0.028291271
746,0.1,0.9,6,272,5,0,1,0,RandD,low,1
747,0.72,1,2,240,2,0,1,0,RandD,low,0.028291271
748,0.89,0.89,5,262,5,0,1,0,accounting,low,0.625
749,0.1,0.97,7,284,4,0,1,0,support,low,1
750,0.09,0.78,7,290,4,0,1,0,management,low,1
751,0.89,0.98,4,242,6,0,1,0,marketing,low,0.625
752,0.62,0.77,5,227,4,0,1,0,marketing,low,0.028291271
753,0.11,0.93,6,276,4,0,1,0,sales,low,1
754,0.09,0.94,6,266,4,0,1,0,sales,medium,1
755,0.56,0.75,5,236,2,0,1,0,sales,medium,0.028291271
756,0.77,0.89,4,270,5,0,1,0,sales,medium,0.625
757,0.1,0.92,5,272,4,0,1,0,sales,medium,1
758,0.72,0.85,5,246,5,0,1,0,sales,medium,0.625
759,0.11,0.81,6,260,4,0,1,0,sales,medium,1
760,0.88,1,5,247,5,0,1,0,sales,medium,0.625
761,0.11,0.96,6,267,4,0,1,0,sales,medium,1
762,0.1,0.86,6,306,4,0,1,0,sales,high,1
763,0.62,0.89,3,131,4,0,1,0,sales,low,0.028291271
764,0.78,0.86,4,249,5,0,1,0,sales,medium,0.625
765,0.76,0.82,4,254,5,1,1,0,sales,medium,0.625
766,0.1,0.77,6,272,4,0,1,0,accounting,low,1
767,0.1,0.96,7,301,4,0,1,0,hr,low,1
768,0.1,0.81,6,252,4,0,1,0,hr,low,1
769,0.09,0.86,6,297,4,0,1,0,hr,low,1
770,0.1,0.8,6,248,4,0,1,0,technical,low,1
771,0.11,0.89,7,257,4,0,1,0,technical,low,1
772,0.87,0.9,3,307,5,0,1,0,technical,low,0.625
773,0.51,0.79,4,134,3,0,1,0,technical,low,0.028291271
774,0.89,0.96,5,221,5,0,1,0,technical,low,0.625
775,0.1,0.96,6,275,4,0,1,0,technical,low,1
776,0.9,0.94,5,247,5,0,1,0,technical,low,0.625
777,0.38,1,5,137,4,0,1,0,support,low,0.028291271
778,0.73,0.95,4,223,6,0,1,0,support,low,0.625
779,0.1,0.96,6,292,4,0,1,0,support,medium,1
780,0.89,0.83,5,130,4,1,1,0,support,medium,0.028291271
781,0.87,0.85,5,221,6,0,1,0,support,medium,0.625
782,0.84,0.89,4,245,5,1,1,0,support,medium,0.625
783,0.11,0.77,6,274,4,0,1,0,support,medium,1
784,0.74,1,5,248,5,0,1,0,support,medium,0.625
785,0.79,0.97,4,243,5,0,1,0,support,medium,0.625
786,0.1,0.92,7,273,4,0,1,0,technical,medium,1
787,0.83,0.95,5,221,5,0,1,0,technical,medium,0.625
788,0.1,0.79,6,271,4,0,1,0,technical,medium,1
789,0.29,0.48,2,249,4,0,1,0,IT,medium,0.028291271
790,0.11,0.83,6,262,5,0,1,0,IT,low,1
791,0.75,0.89,5,272,5,0,1,0,IT,medium,0.625
792,0.1,0.83,6,293,4,0,1,0,product_mng,low,1
793,0.11,0.89,6,284,4,0,1,0,RandD,low,1
794,0.74,0.99,5,263,5,0,1,0,RandD,low,0.625
795,0.88,0.88,4,265,5,0,1,0,RandD,low,0.625
796,0.78,0.81,4,253,5,0,1,0,marketing,low,0.053642914
797,0.74,1,5,222,6,0,1,0,accounting,low,0.625
798,0.11,0.86,6,273,4,1,1,0,support,low,1
799,0.8,0.87,5,240,6,0,1,0,technical,low,0.625
800,0.87,0.92,4,253,6,0,1,0,marketing,low,0.625
801,0.9,0.84,5,221,5,0,1,0,marketing,low,0.625
802,0.1,0.88,6,263,4,0,1,0,marketing,low,1
803,0.11,0.91,6,279,4,0,1,0,sales,low,1
804,0.09,0.93,7,270,4,0,1,0,sales,medium,1
805,0.14,0.7,5,236,3,0,1,0,sales,medium,0.028291271
806,0.11,0.79,6,244,4,1,1,0,sales,medium,1
807,0.72,1,4,169,3,0,1,0,sales,medium,0.028291271
808,0.82,0.93,4,246,5,0,1,0,sales,medium,0.625
809,0.2,0.7,6,281,5,0,1,0,sales,medium,0.053642914
810,0.11,0.86,6,299,4,1,1,0,sales,low,1
811,0.11,0.87,6,272,4,0,1,0,sales,medium,1
812,0.84,0.86,5,240,5,0,1,0,accounting,medium,0.625
813,0.86,0.96,5,245,6,0,1,0,accounting,medium,0.625
814,0.79,0.93,5,269,5,0,1,0,accounting,low,0.625
815,0.81,1,4,241,5,0,1,0,hr,low,0.625
816,0.92,0.94,4,219,5,0,1,0,technical,low,0.625
817,0.9,0.98,5,271,5,0,1,0,technical,low,0.625
818,0.32,0.6,2,280,4,0,1,0,technical,low,0.028291271
819,0.83,0.98,4,254,5,0,1,0,technical,low,0.625
820,0.2,0.9,6,138,3,0,1,0,technical,low,0.028291271
821,0.11,0.85,6,295,4,0,1,0,technical,low,1
822,0.11,0.96,6,301,5,0,1,0,technical,low,1
823,0.1,0.95,7,296,4,0,1,0,technical,low,1
824,0.75,0.87,5,246,5,0,1,0,technical,low,0.625
825,0.86,0.93,5,241,5,1,1,0,support,low,0.625
826,0.1,0.82,6,269,4,0,1,0,support,low,1
827,0.1,0.94,7,287,4,0,1,0,support,medium,1
828,0.57,0.61,4,158,5,0,1,0,support,medium,0.053642914
829,0.09,0.87,6,266,4,0,1,0,support,medium,1
830,0.87,0.91,4,255,5,0,1,0,support,medium,0.625
831,0.91,0.99,5,265,5,1,1,0,technical,medium,0.625
832,0.1,0.89,7,285,4,0,1,0,IT,low,1
833,0.76,0.99,4,253,5,1,1,0,IT,medium,0.625
834,0.82,0.93,4,248,5,0,1,0,product_mng,medium,0.625
835,0.11,0.83,7,255,5,0,1,0,product_mng,medium,1
836,0.11,0.88,7,305,4,0,1,0,product_mng,low,1
837,0.73,0.87,5,252,5,0,1,0,RandD,low,0.625
838,0.11,0.89,6,250,4,0,1,0,RandD,low,1
839,0.78,0.78,4,260,5,0,1,0,RandD,low,0.053642914
840,0.78,0.86,5,260,6,0,1,0,marketing,low,0.625
841,0.72,0.86,5,251,5,0,1,0,sales,low,0.625
842,0.63,0.83,6,242,5,0,1,0,accounting,low,0.625
843,0.55,1,6,136,3,0,1,0,support,low,0.028291271
844,0.1,0.81,6,248,4,0,1,0,marketing,low,1
845,0.1,0.92,6,279,4,0,1,0,sales,medium,1
846,0.1,0.83,6,264,4,1,1,0,sales,medium,1
847,0.1,0.89,7,272,4,0,1,0,sales,medium,1
848,0.78,0.86,5,256,5,0,1,0,sales,medium,0.625
849,0.4,0.65,2,296,5,0,1,0,sales,medium,0.053642914
850,0.09,0.96,6,245,4,0,1,0,sales,medium,1
851,0.79,0.86,5,226,5,0,1,0,sales,medium,0.625
852,0.79,0.95,5,228,5,0,1,0,sales,high,0.625
853,0.09,0.93,6,271,4,0,1,0,accounting,medium,1
854,0.16,0.65,4,277,5,0,1,0,accounting,medium,0.053642914
855,0.09,0.77,6,310,4,0,1,0,hr,low,1
856,0.11,0.87,6,254,4,0,1,0,hr,low,1
857,0.11,0.88,7,253,4,0,1,0,hr,low,1
858,0.11,0.97,6,260,4,0,1,0,technical,low,1
859,0.1,0.96,7,288,4,0,1,0,technical,low,1
860,0.17,0.75,3,188,4,0,1,0,technical,low,0.028291271
861,0.79,0.84,5,247,5,0,1,0,technical,low,0.625
862,0.1,0.85,7,259,4,0,1,0,technical,low,1
863,0.11,0.83,6,253,4,0,1,0,support,low,1
864,0.1,0.83,5,271,5,0,1,0,support,low,1
865,0.86,0.91,5,245,5,0,1,0,support,medium,0.625
866,0.88,0.88,5,248,5,0,1,0,technical,medium,0.625
867,0.87,1,4,224,5,0,1,0,technical,medium,0.625
868,0.84,0.93,4,250,5,0,1,0,IT,medium,0.625
869,0.72,0.99,5,257,5,0,1,0,IT,high,0.625
870,0.89,0.98,5,274,5,0,1,0,product_mng,medium,0.625
871,0.1,0.82,7,265,4,0,1,0,RandD,low,1
872,0.74,0.86,5,262,5,0,1,0,RandD,low,0.625
873,0.1,0.8,6,261,4,0,1,0,RandD,low,1
874,0.82,0.9,5,248,5,0,1,0,RandD,low,0.625
875,0.83,0.98,4,249,5,0,1,0,support,low,0.625
876,0.75,0.98,4,245,5,0,1,0,management,low,0.625
877,0.1,0.94,6,297,5,0,1,0,marketing,low,1
878,0.09,0.84,7,260,4,0,1,0,sales,low,1
879,0.83,0.92,4,235,5,0,1,0,sales,low,0.625
880,0.61,0.46,5,220,4,0,1,0,sales,low,0.028291271
881,0.77,0.81,5,237,5,0,1,0,sales,medium,0.053642914
882,0.81,0.95,4,275,5,0,1,0,sales,medium,0.625
883,0.1,0.78,6,310,4,0,1,0,sales,medium,1
884,0.73,0.84,5,251,6,0,1,0,sales,medium,0.625
885,0.09,0.83,6,250,4,0,1,0,sales,medium,1
886,0.9,0.99,4,259,6,0,1,0,sales,medium,0.625
887,0.88,1,4,259,5,0,1,0,sales,medium,0.625
888,0.09,0.87,7,305,4,0,1,0,sales,medium,1
889,0.17,0.55,6,250,5,0,1,0,sales,medium,0.053642914
890,0.82,0.82,5,220,6,0,1,0,sales,medium,0.625
891,0.9,0.83,4,266,5,0,1,0,sales,high,0.625
892,0.83,0.92,4,255,5,0,1,0,accounting,low,0.625
893,0.5,0.85,4,138,3,0,1,0,accounting,medium,0.028291271
894,0.14,0.61,6,291,5,0,1,0,hr,medium,0.053642914
895,0.77,0.82,4,217,5,0,1,0,hr,medium,0.625
896,0.09,0.83,6,286,4,0,1,0,hr,low,1
897,0.11,0.88,6,290,4,0,1,0,hr,low,1
898,0.12,0.8,5,136,2,0,1,0,technical,low,0.028291271
899,0.1,0.86,7,261,5,0,1,0,technical,low,1
900,0.1,0.96,6,274,4,0,1,0,technical,low,1
901,0.74,0.96,4,231,5,0,1,0,technical,low,0.625
902,0.11,0.9,5,307,4,0,1,0,support,low,1
903,0.8,0.83,5,275,5,0,1,0,support,low,0.625
904,0.6,0.85,3,250,2,0,1,0,support,low,0.028291271
905,0.1,0.96,6,310,5,0,1,0,support,low,1
906,0.65,0.86,2,181,2,0,1,0,support,low,0.028291271
